neogeo.zip	.SNK Neo Geo BIOS
mslug5es.zip	Metal Slug 5 - The Longest Battle, Hack
mslug5zh.zip	Metal Slug 5 - Vehicle Summon, Hack
mslug5x.zip	Metal Slug 5 - X, Hack
ms5plus.zip	Metal Slug 5 Plus - bootleg
mslug5unity.zip	Metal Slug 5 Unity - Added Timer Ver. 2021-04-23
mslug3b6.zip	Metal Slug 6 - bootleg of Metal Slug 3
mslugunity.zip	Metal Slug Unity - Added Timer Ver. 2021-02-05
msx1v2.zip	Metal Slug X - Super Vehicle-001 - 1v2 Mode, Hack
msx2r1v2.zip	Metal Slug X - Super Vehicle-001 - 2R 1v2 Mode, Hack
msx2reb.zip	Metal Slug X - Super Vehicle-001 - 2R Blue, Hack
mslugx2r.zip	Metal Slug X - Super Vehicle-001 - 2R, Hack
msxsrf.zip	Metal Slug X - Super Vehicle-001 - AzStar Soda Remix FC2, Hack
mslugxeb.zip	Metal Slug X - Super Vehicle-001 - Blue, Hack
mslugxc2.zip	Metal Slug X - Super Vehicle-001 - Enemy Remix, Hack
mslugxlb.zip	Metal Slug X - Super Vehicle-001 - Extreme Space, Hack
mslugxif.zip	Metal Slug X - Super Vehicle-001 - Infinite Firepower, Hack
mslugxcq.zip	Metal Slug X - Super Vehicle-001 - Legend, Hack
mslugxcqi.zip	Metal Slug X - Super Vehicle-001 - Legendary Unlimited Fire v7.0, Hack
mslugxc1.zip	Metal Slug X - Super Vehicle-001 - Multi Vehicle, Hack
mslugxdg.zip	Metal Slug X - Super Vehicle-001 - Multifunction, Hack
mslugxxb.zip	Metal Slug X - Super Vehicle-001 - Soldier Version, Hack
mslugxdd.zip	Metal Slug X - Super Vehicle-001 - Starlight, Hack
mslugxsc.zip	Metal Slug X - Super Vehicle-001 - Survival, Hack
mslugxsv.zip	Metal Slug X - Super Vehicle-001 - Unbounded, Hack
mslugxxr.zip	Metal Slug X - Super Vehicle-001 - Warriors, Hack
mslugxunity.zip	Metal Slug X - Super Vehicle-001 Unity - Added Timer Ver. 2021-01-23
metamrpha.zip	Metamorphic Force - ver AAA
metamrphe.zip	Metamorphic Force - ver EAA - alternate
metamrphj.zip	Metamorphic Force - ver JAA
metamrphu.zip	Metamorphic Force - ver UAA
meteorbl.zip	Meteor - bootleg of Asteroids
meteorho.zip	Meteor - Hoei bootleg of Asteroids
meteorite.zip	Meteorite - Proel bootleg of Asteroids
meteorts.zip	Meteorites - VGG bootleg of Asteroids
metrocrsa.zip	Metro-Cross - set 2
mexico86.zip	Mexico 86 - bootleg of Kick and Run, set 1
mwalkbl2.zip	Michael Jackson's Moonwalker - bootleg
mwalkjd.zip	Michael Jackson's Moonwalker - Japan - bootleg of FD1094/8751 317-0157 set
mwalkj.zip	Michael Jackson's Moonwalker - Japan - FD1094/8751 317-0157
mwalkud.zip	Michael Jackson's Moonwalker - US - bootleg of FD1094/8751 317-0158 set
mwalku.zip	Michael Jackson's Moonwalker - US - FD1094/8751 317-0158
mwalkd.zip	Michael Jackson's Moonwalker - World - bootleg of FD1094/8751 317-0159 set
micon2.zip	Micon-Kit Part II
midresj.zip	Midnight Resistance - Japan
midresu.zip	Midnight Resistance - US
midres2.zip	Midnight Resistance - World, set 2
mimonscr.zip	Mighty Monkey - bootleg on Scramble hardware
mimonsco.zip	Mighty Monkey - bootleg on Super Cobra hardware
mimonscra.zip	Mighty Monkey - Kaina Games, bootleg on Scramble hardware
mpanga.zip	Mighty! Pang - Asia 001010
mpangr1.zip	Mighty! Pang - Europe 000925
mpangjd.zip	Mighty! Pang - Japan 001011 Phoenix Edition - bootleg
mpangj.zip	Mighty! Pang - Japan 001011
mpangu.zip	Mighty! Pang - USA 001010
mikiehs.zip	Mikie - High School Graffiti
gtmr2a.zip	Mille Miglia 2: Great 1000 Miles Rally - 95/04/04
mineswpr4.zip	Minesweeper - 4-Player
mmonkeyj.zip	Minky Monkey - Japan
mirninjaa.zip	Mirai Ninja - Japan, set 2
miraxa.zip	Mirax - set 2
miraxb.zip	Mirax - set 3
missmw96.zip	Miss Mister World '96 - Nude
mspackpls.zip	Miss Packman Plus
mspacmanbgd.zip	Miss Pukman - 'Made in Greece' Datamat bootleg
mspuzzleg.zip	Miss Puzzle - Clone of Gumbo
mspuzzlea.zip	Miss Puzzle - Nudes, less explicit
mspuzzleb.zip	Miss Puzzle - Nudes, more explicit
missw96a.zip	Miss World '96 - Nude - C-3000A PCB, set 2
missw96b.zip	Miss World '96 - Nude - C-3000A PCB, set 3
missw96c.zip	Miss World '96 - Nude - C-3000B PCB
missw02d.zip	Miss World 2002 - Daigom license
missile1.zip	Missile Command - rev 1, A035467-02 PCBs
missile2.zip	Missile Command - rev 2, A035467-02/04 PCBs
m660b.zip	Mission 660 - bootleg
m660j.zip	Mission 660 - Japan
misncrfta.zip	Mission Craft - version 2.4
mrvikingj.zip	Mister Viking - 315-5041, Japan
mizubaku.zip	Mizubaku Daibouken - Japan
msgundam1.zip	Mobile Suit Gundam - Japan
moegonta.zip	Moeyo Gonta!! - Japan
momokob.zip	Momoko 120% - bootleg
momokoe.zip	Momoko 120% - English text
monymony2.zip	Money Money - set 2
headonch.zip	Monita to Rimoko no Head On Channel - prototype, hack
ngmontst.zip	Monitor Test Patterns Tool - v1.3
monkeyd.zip	Monkey Donkey
monkelf.zip	Monky Elf - Korean bootleg of Avenging Spirit
mstworld.zip	Monsters World - bootleg of Super Pang
moonal2b.zip	Moon Alien Part 2 - older version
moonaln.zip	Moon Alien
mooncrs4.zip	Moon Crest - bootleg of Moon Cresta
mooncrgx.zip	Moon Cresta - bootleg on Galaxian hardware
mooncrsb.zip	Moon Cresta - bootleg set 1
mooncrs2.zip	Moon Cresta - bootleg set 2
mooncrs3.zip	Moon Cresta - bootleg set 3
mooncrs5.zip	Moon Cresta - bootleg set 4
mooncrecm.zip	Moon Cresta - Centromatic Spanish bootleg
mooncreg.zip	Moon Cresta - Electrogame S.A. Spanish bootleg, set 1
mooncreg2.zip	Moon Cresta - Electrogame S.A. Spanish bootleg, set 2
mooncrstg.zip	Moon Cresta - Gremlin
mooncrstuk.zip	Moon Cresta - Nichibutsu UK
mooncrstuku.zip	Moon Cresta - Nichibutsu UK, unencrypted
mooncrstu.zip	Moon Cresta - Nichibutsu USA, encrypted
mooncrstuu.zip	Moon Cresta - Nichibutsu USA, unencrypted
mooncrsto.zip	Moon Cresta - Nichibutsu, old rev
mooncptc.zip	Moon Cresta - Petaco S.A. Spanish bootleg
mooncrstso.zip	Moon Cresta - SegaSA / Sonic
mpatrolw.zip	Moon Patrol - Williams
mranger.zip	Moon Ranger - bootleg of Moon Patrol
mshuttlej.zip	Moon Shuttle - Japan set 1
mshuttlej2.zip	Moon Shuttle - Japan set 2
mshuttlea.zip	Moon Shuttle - US, version A
mshuttle2.zip	Moon Shuttle - US? set 2
mooncmw.zip	Moon War - bootleg of Moon Cresta
moonwara.zip	Moonwar - older
mknifty666.zip	Mortal Kombat - Nifty Kombo 666, hack
mknifty.zip	Mortal Kombat - Nifty Kombo, hack
mkprot4.zip	Mortal Kombat - prototype, rev 4.0 07/14/92
mkprot8.zip	Mortal Kombat - prototype, rev 8.0 07/21/92
mkprot9.zip	Mortal Kombat - prototype, rev 9.0 07/28/92
mkla1.zip	Mortal Kombat - rev 1.0 08/09/92
mkla2.zip	Mortal Kombat - rev 2.0 08/18/92
mkla3.zip	Mortal Kombat - rev 3.0 08/31/92
mkla4.zip	Mortal Kombat - rev 4.0 09/28/92
mkr4.zip	Mortal Kombat - rev 4.0 T-Unit 02/11/93
mkyturboe.zip	Mortal Kombat - Turbo 3.0 08/31/92, hack
mkyturbo.zip	Mortal Kombat - Turbo 3.1 09/09/93, hack
mktturbo.zip	Mortal Kombat - Turbo Ninja T-Unit 03/19/93, hack
mkyawdim.zip	Mortal Kombat - Yawdim bootleg, set 1
mkyawdim2.zip	Mortal Kombat - Yawdim bootleg, set 2
mkyawdim3.zip	Mortal Kombat - Yawdim bootleg, set 3
mkyawdim4.zip	Mortal Kombat - Yawdim bootleg, set 4
mkyawdim5.zip	Mortal Kombat - Yawdim bootleg, set 5
mkyawdim6.zip	Mortal Kombat - Yawdim bootleg, set 6
mk3p40.zip	Mortal Kombat 3 - rev 1 chip label p4.0
mk3r10.zip	Mortal Kombat 3 - rev 1.0
mk3r20.zip	Mortal Kombat 3 - rev 2.0
mk2r11.zip	Mortal Kombat II - rev L1.1
mk2r14.zip	Mortal Kombat II - rev L1.4
mk2r20.zip	Mortal Kombat II - rev L2.0
mk2r21.zip	Mortal Kombat II - rev L2.1
mk2r30.zip	Mortal Kombat II - rev L3.0
mk2r31e.zip	Mortal Kombat II - rev L3.1, European
mk2r32e.zip	Mortal Kombat II - rev L3.2, European
mk2r42.zip	Mortal Kombat II - rev L4.2, hack
mk2r91.zip	Mortal Kombat II - rev L9.1, hack
mk2chal.zip	Mortal Kombat II Challenger - hack
mk2p.zip	Mortal Kombat II Plus - Beta 2, Hack
mk2ute.zip	Mortal Kombat II Ultimate Tournament Edition - hack, V5.0.053
mkplus.zip	Mortal Kombat Plus - Hack, BUILD 5.0.0741
mosaica.zip	Mosaic - Fuuki
motorace.zip	MotoRace USA
mototoura.zip	MotoTour / Zippy Race - Assa version of Tecfri license
mototour.zip	MotoTour / Zippy Race - Tecfri license
mouncrst.zip	Moune Creste - Jeutel French bootleg of Moon Cresta
mouserc.zip	Mouser - Cosmos
mspacmanbgf.zip	Mr Pac-Turbo - 'Made in Greece' Fermin bootleg
mrdobl.zip	Mr. Do! - bootleg
mrdofix.zip	Mr. Do! - bugfixed
mrdofabr.zip	Mr. Do! - Fabremar bootleg
mrdoy.zip	Mr. Do! - prototype
mrdot.zip	Mr. Do! - Taito
douni.zip	Mr. Do! vs. Unicorns - Japan
docastleo.zip	Mr. Do's Castle - older
docastle2.zip	Mr. Do's Castle - set 2
mrdu.zip	Mr. Du!
mrheli.zip	Mr. HELI no Daibouken - Japan
mrkougb2.zip	Mr. Kougar - bootleg
mrkougar2.zip	Mr. Kougar - earlier
mrkougb.zip	Mr. Kougar - German bootleg
mrlo.zip	Mr. Lo!
mspactwin.zip	Ms Pac Man Twin - Argentina, set 1
mspactwina.zip	Ms Pac Man Twin - Argentina, set 2
mspacmat.zip	Ms. Pac Attack
mspacmanbg.zip	Ms. Pac-Man - 'Made in Greece' bootleg, set 1
mspacmanbg2.zip	Ms. Pac-Man - 'Made in Greece' bootleg, set 2
mspacmanbgc.zip	Ms. Pac-Man - 'Made in Greece' Enavi bootleg
mspacmbe.zip	Ms. Pac-Man - bootleg, encrypted
mspacmab.zip	Ms. Pac-Man - bootleg, set 1
mspacmab2.zip	Ms. Pac-Man - bootleg, set 2
mspacmab3.zip	Ms. Pac-Man - bootleg, set 3
mspacmab4.zip	Ms. Pac-Man - bootleg, set 4
mspacmab5.zip	Ms. Pac-Man - bootleg, set 5
mspacmane.zip	Ms. Pac-Man - Elmac bootleg, earlier
mspacmane2.zip	Ms. Pac-Man - Elmac bootleg, later
mspacmanbi.zip	Ms. Pac-Man - Impeuropex bootleg
mspacmanlai.zip	Ms. Pac-Man - Leisure and Allied bootleg
mspacmbmc.zip	Ms. Pac-Man - Marti Colls bootleg
mspacmap.zip	Ms. Pac-Man - Patched
mspacmnf.zip	Ms. Pac-Man - speedup hack
msheartb.zip	Ms. Pac-Man Heart Burn
mspacpls.zip	Ms. Pac-Man Plus
20pacgalr0.zip	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion - V1.00
20pacgalr1.zip	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion - V1.01
20pacgalr2.zip	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion - V1.02
20pacgalr3.zip	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion - V1.03
20pacgalr4.zip	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion - V1.04
mschamps.zip	Ms. Pacman Champion Edition / Super Zola-Puc Gal
mschamp.zip	Ms. Pacman Champion Edition / Zola-Puc Gal
nmg5a.zip	Multi 5 / New Multi Game 5 - set 2, censored
nmg5e.zip	Multi 5 / New Multi Game 5 - set 3, earlier
multchmpk.zip	Multi Champ - Korea, older
multchmpa.zip	Multi Champ - World, older
multchmp25.zip	Multi Champ - World, ver. 2.5
mchampdxb.zip	Multi Champ Deluxe - ver. 1114, 14/11/1999
mchampdxa.zip	Multi Champ Deluxe - ver. 1126, 26/11/1999
multi96.zip	Multi Game '96 - Italy
mltiwars.zip	Multi Wars - bootleg of UniWar S
mnchmobl.zip	Munch Mobile - US
mbombrdj.zip	Muscle Bomber Duo: Heat Up Warriors - Japan 931206
mbomberj.zip	Muscle Bomber: The Body Explosion - Japan 930713
mushisamb.zip	Mushihime-Sama - 2004/10/12 MASTER VER
mushisama.zip	Mushihime-Sama - 2004/10/12 MASTER VER.
futariblj.zip	Mushihime-Sama Futari Black Label - 2007/12/11 BLACK LABEL VER
futari10.zip	Mushihime-Sama Futari Ver 1.0 - 2006/10/23 MASTER VER.
futari15a.zip	Mushihime-Sama Futari Ver 1.5 - 2006/12/8 MASTER VER 1.54
mustachei.zip	Mustache Boy - Italy
alibabab.zip	Mustafa and 40 Thieves - bootleg
mutantf2.zip	Mutant Fighter - World ver EM-2
mutantf3.zip	Mutant Fighter - World ver EM-3
mutantf4.zip	Mutant Fighter - World ver EM-4
mnightj.zip	Mutant Night - Japan
mvpjd.zip	MVP - set 1, Japan - bootleg of FD1094 317-0142 set
mvpj.zip	MVP - set 1, Japan - FD1094 317-0142
mvpd.zip	MVP - set 2, US - bootleg of FD1094 317-0143 set
myherobl.zip	My Hero - bootleg, 315-5132 encryption
myststonoi.zip	Mysterious Stones - Dr. Kick in Adventure - Itisa PCB
myststono.zip	Mysterious Stones - Dr. Kick in Adventure
mysticrib.zip	Mystic Riders - bootleg?
mystwarraa.zip	Mystic Warriors - ver AAA
mystwarra.zip	Mystic Warriors - ver AAB
mystwarrj.zip	Mystic Warriors - ver JAA
mystwarru.zip	Mystic Warriors - ver UAA
narc1.zip	Narc - rev 1.80
narc2.zip	Narc - rev 2.00
narc3.zip	Narc - rev 3.20
narc4.zip	Narc - rev 4.00
narc6.zip	Narc - rev 6.00
nastarw.zip	Nastar Warrior - US
natodefa.zip	NATO Defense - alternate mazes
naughtyba.zip	Naughty Boy - bootleg, set 1
naughtybb.zip	Naughty Boy - bootleg, set 2
naughtybc.zip	Naughty Boy - Cinematronics
nmouseb.zip	Naughty Mouse - set 2
nbahangtl11.zip	NBA Hangtime - ver L1.1 4/16/96
nbahangtl12.zip	NBA Hangtime - ver L1.2 8/29/96
nbahangtm11.zip	NBA Hangtime - ver M1.1 4/16/96
nbahangtm12.zip	NBA Hangtime - ver M1.2 8/29/96
nbahangtm13.zip	NBA Hangtime - ver M1.3 10/10/96
nbajamp1.zip	NBA Jam - proto v 1.01 1/23/93
nbajamp2.zip	NBA Jam - proto v 2.00 1/24/93
nbajamr1.zip	NBA Jam - rev 1.00 2/1/93
nbajamr2.zip	NBA Jam - rev 2.00 2/10/93
nbajamre.zip	NBA Jam Rewind - Hack, v1.1
nbajamse502.zip	NBA JAM Special Edition - T-Unit, rev 5.02 4/26/25
nbajamse.zip	NBA Jam Special Edition - Wolf-Unit, rev 5.05 12/23/25
nbajamten.zip	NBA Jam Tournament Edition - Nani Edition, rev 5.2 8/11/95, prototype
nbajamtep2.zip	NBA Jam Tournament Edition - proto 2.00 12/17/93
nbajamte1.zip	NBA Jam Tournament Edition - rev 1.00 1/17/94
nbajamte2a.zip	NBA Jam Tournament Edition - rev 2.0 1/28/94
nbajamte2.zip	NBA Jam Tournament Edition - rev 2.1 2/06/94
nbajamte3a.zip	NBA Jam Tournament Edition - rev 3.0 2/26/94
nbajamte3.zip	NBA Jam Tournament Edition - rev 3.0 3/04/94
nbajamte4.zip	NBA Jam Tournament Edition - rev 4.0 3/03/94
nbamhtp.zip	NBA Maximum Hangtime - ver L0.9 10/30/96
nbamhtl10.zip	NBA Maximum Hangtime - ver L1.0 11/08/96
nbamhtm10.zip	NBA Maximum Hangtime - ver M1.0 11/08/96
nbajamr4j.zip	NBA Rewind 4 Jam - protection hack, v1.2
nebulrayj.zip	Nebulas Ray - Japan, NR1
nebulbee.zip	Nebulous Bee
kuniokunb.zip	Nekketsu Kouha Kunio-kun - Japan bootleg
kuniokun.zip	Nekketsu Kouha Kunio-kun - Japan
nkdodge.zip	Nekketsu Koukou Dodgeball Bu - Japan
nkdodgeb.zip	Nekketsu Koukou Dodgeball Bu - Japan, bootleg
nemesisuk.zip	Nemesis - World?, ROM version
nemoj.zip	Nemo - Japan 901120, 88622B-3 ROM board
nemoja.zip	Nemo - Japan 901120, 89625B-1 ROM board
nemor1.zip	Nemo - World 901109
neo2048.zip	Neo 2048 - HB
neo2500.zip	Neo 2500 Demo
nblktiger.zip	Neo Black Tiger - HB, Demo
neocstlv.zip	Neo CastleVania - HB, Demo
ngfrog.zip	Neo Frog Feast - HB
neonopon.zip	Neo No Panepon - HB, beta
neoponga.zip	Neo Pong - HB, v1.0
nsmb.zip	Neo Super Mario Bros - HB, Demo v0.01
syscheck.zip	Neo System Check - ver 1.0b
neothndr.zip	Neo Thunder - HB
neotet.zip	NeoGeo 2-Player Tetris - HB
neo3ddmo.zip	NeoGeo 3D! - HB, Demo
ngcdtdd0.zip	NeoGeo/CD Jump & Run Techdemo Dez 2020 - HB, ver. 20201212
neotris.zip	NeoTRIS - HB, Free Beta 2, ver. 202009
newapunk.zip	New Atomic Punk - Global Quest - US
newxpanga.zip	New Cross Pang - set 2
newfanta.zip	New Fantasia - 1994 copyright
3in1semia.zip	New HyperMan - 3-in-1 with Cookie & Bibi & HyperMan - set 2
newpuckx.zip	New Puck-X
nsplashkr.zip	New Splash - ver. 1.4, checksum A26032A3, Korea, set 1
nsplashkra.zip	New Splash - ver. 1.4, checksum A26032A3, Korea, set 2
newtangl.zip	New Tropical Angel
nzteamp.zip	New Zero Team - Plus, Hack
nzeroteam.zip	New Zero Team - V33 SYSTEM TYPE_B hardware
nzeroteamb.zip	New Zero Team - V33 SYSTEM TYPE_B hardware, Haoyunlai Trading Company license
nzeroteama.zip	New Zero Team - V33 SYSTEM TYPE_B hardware, Zhongguo Shantou Yihuang license
newpuc2.zip	Newpuc2 - set 1
newpuc2b.zip	Newpuc2 - set 2
newsa.zip	News - set 2
nextcent.zip	Next Century - bootleg of Defender
nextfase.zip	Next Fase - bootleg of Phoenix
ngem2k.zip	NGEM2K - HB, beta 2006-01-18
ngftdemo.zip	NGF Transparency - HB, Demo
nibbler6.zip	Nibbler - rev 6
nibblerp.zip	Nibbler - rev 6, Pioneer Balloon conversion
nibbler7.zip	Nibbler - rev 7
nibbler8.zip	Nibbler - rev 8
nibblero.zip	Nibbler - rev 8, Olympia
nibblera.zip	Nibbler - rev 9, set 2
nslasherj.zip	Night Slashers - Japan Rev 1.2, DE-0397-0 PCB
nslashers.zip	Night Slashers - Over Sea Rev 1.2, DE-0397-0 PCB
nslasheru.zip	Night Slashers - US Rev 1.2, DE-0395-1 PCB
cnightst2.zip	Night Star - DECO Cassette - US - set 2
nightstrj.zip	Night Striker - Japan
nightstru.zip	Night Striker - US
nwarra.zip	Night Warriors: Darkstalkers' Revenge - Asia 950302
nwarrb.zip	Night Warriors: Darkstalkers' Revenge - Brazil 950403
nwarrh.zip	Night Warriors: Darkstalkers' Revenge - Hispanic 950403
nwarrud.zip	Night Warriors: Darkstalkers' Revenge - USA 950406 Phoenix Edition - bootleg
nwarru.zip	Night Warriors: Darkstalkers' Revenge - USA 950406
nitdbl.zip	Nightmare in the Dark - bootleg
ninja.zip	Ninja - 315-5102
nbbatmanu.zip	Ninja Baseball Bat Man - US
nbbat1v2.zip	Ninja Baseball Batman - 1v2, Hack
nbbat1v4.zip	Ninja Baseball Batman - 1v4, Hack
nbbat1v8.zip	Ninja Baseball Batman - 1v8, Hack
nbbatmano.zip	Ninja Baseball Batman - One Key Edition, Hack
nbbatmbh.zip	Ninja Baseball Batman - Transform, Hack
nbbatmx2.zip	Ninja Baseball Batman - X2, Hack
ncombath.zip	Ninja Combat - NGH-009
gaiden.zip	Ninja Gaiden - US
ninjamasha.zip	Ninja Master's - Haoh-ninpo-cho - Plus
nprinces.zip	Ninja Princess - 315-5051, 64k Ver. bootleg?
nprincesb.zip	Ninja Princess - 315-5051?, 128k Ver. bootleg?
nprinceso.zip	Ninja Princess - 315-5098, 128k Ver.
nprincesu.zip	Ninja Princess - 64k Ver. not encrypted
ryukendn.zip	Ninja Ryukenden - Japan, set 1
ryukendna.zip	Ninja Ryukenden - Japan, set 2
ninjakd2a.zip	Ninja-Kid II / NinjaKun Ashura no Shou - set 2, bootleg?
ninjakd2b.zip	Ninja-Kid II / NinjaKun Ashura no Shou - set 3, bootleg?
ninjakd2c.zip	Ninja-Kid II / NinjaKun Ashura no Shou - set 4
nitrobala.zip	Nitro Ball - World, set 2
nitrobalb.zip	Nitro Ball - World, set 3
nobb.zip	Noboranka - Japan, bootleg
nostj.zip	Nostradamus - Japan
nostk.zip	Nostradamus - Korea
nostromo.zip	Nostromo
nouryokup.zip	Nouryoku Koujou Iinkai - prototype
nova2001h.zip	Nova 2001 - Japan, hack?
nova2001u.zip	Nova 2001 - US
numanathj.zip	Numan Athletics - Japan
nunchaku.zip	Nunchackun
nyanpani.zip	Nyan Nyan Panic - Japan
cocean6b.zip	Ocean to Ocean - Medal - DECO Cassette MD - No.10/Ver.6,US
oedfighta.zip	Oedo Fight - Japan, Bloodless version
oedfight.zip	Oedo Fight - Japan, Bloodshed version
offensiv.zip	Offensive - Spanish bootleg of Scramble
olibug.zip	Oli Bug - bootleg of Jump Bug
omegab.zip	Omega - bootleg?
omegaa.zip	Omega - earlier
omegafs.zip	Omega Fighter Special
omegrace2.zip	Omega Race - set 2
omegrace3.zip	Omega Race - set 3, 7/27
omni.zip	Omni
onetwoe.zip	One + Two - earlier
nmaster.zip	Oni - The Ninja Master - Japan
onna34roa.zip	Onna Sanshirou - Typhoon Gal - bootleg
ooparts.zip	OOPArts - prototype, joystick hack
opaopan.zip	Opa Opa - Rev A, unprotected
opwolfb.zip	Operation Bear - bootleg of Operation Wolf
othunderj.zip	Operation Thunderbolt - Japan
othunderjsc.zip	Operation Thunderbolt - Japan, SC
othunderua.zip	Operation Thunderbolt - US
othunderu.zip	Operation Thunderbolt - US, rev 1
othundero.zip	Operation Thunderbolt - World
opwolfj.zip	Operation Wolf - Japan, rev 2
opwolfjsc.zip	Operation Wolf - Japan, SC
opwolfu.zip	Operation Wolf - US, rev 2
opwolfa.zip	Operation Wolf - World, rev 2, set 2
opwolf3j.zip	Operation Wolf 3 - Japan
opwolf3u.zip	Operation Wolf 3 - US
ordynej.zip	Ordyne - Japan
ordyneje.zip	Ordyne - Japan, English Version
orlegend105k.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. 105, Korean Board
orlegend105t.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. 105, Taiwanese Board
orlegend111c.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. 111, Chinese Board
orlegend111k.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. 111, Korean Board
orlegend111t.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. 111, Taiwanese Board
orlegendc.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. 112, Chinese Board
orlegende.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. 112, set 1
orlegendea.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. 112, set 2
orlegendca.zip	Oriental Legend / Xiyou Shi E Zhuan - ver. ???, Chinese Board
oldsplus203.zip	Oriental Legend 2 - Korea / Xiyou Shi E Zhuan Qunmo Luanwu - World, China, Japan, Hong Kong, Taiwan - ver. 203 [Oriental Ex]
oldsplusok.zip	Oriental Legend 2 - One Key Edition, Hack
oldsdsgl.zip	Oriental Legend Special - Da Sheng Gui Lai - Hack
olds100.zip	Oriental Legend Special / Xiyou Shi E Zhuan Super - ver. 100, set 1
olds100a.zip	Oriental Legend Special / Xiyou Shi E Zhuan Super - ver. 100, set 2
zerofxz.zip	Oriental Legend ZERO - Hack
orius.zip	Orius - ver UAA
ottopz.zip	Otto Project PZ - hack
ogonsiro.zip	Ougon no Shiro - Japan
outrunb.zip	Out Run - bootleg
outrundxa.zip	Out Run - deluxe sitdown earlier version
outrundxeha.zip	Out Run - deluxe sitdown - Enhanced Edition v1.0.3
outrundxeh.zip	Out Run - deluxe sitdown - Enhanced Edition v2.0.3
outrundx.zip	Out Run - deluxe sitdown
outrundxj.zip	Out Run - Japan, deluxe sitdown - FD1089A 317-0019
outrunra.zip	Out Run - sitdown/upright, Rev A
outruneha.zip	Out Run - sitdown/upright, Rev B - Enhanced Edition v1.1.0
outrunehb.zip	Out Run - sitdown/upright, Rev B - Enhanced Edition v2.0.2
outruneh.zip	Out Run - sitdown/upright, Rev B - Enhanced Edition v2.0.3
outzoneh.zip	Out Zone - harder
outzonea.zip	Out Zone - old set
outzoneb.zip	Out Zone - older set
outzonec.zip	Out Zone - oldest set
outzonecv.zip	Out Zone - Zero Wing TP-015 PCB conversion
orunnersj.zip	OutRunners - Japan
orunnersu.zip	OutRunners - US
ozmawars2.zip	Ozma Wars - set 2
ozmawars3.zip	Ozma Wars - set 3
p47acesa.zip	P-47 Aces - ver 1.0
p47j.zip	P-47: The Freedom Fighter - Japan
p47je.zip	P-47: The Freedom Fighter - Japan, Export
p47a.zip	P-47: The Freedom Fighter - World
powa.zip	P.O.W. - Prisoners of War - US version 1, mask ROM sprites
pacnpal2.zip	Pac & Pal - older
pacmanfm.zip	Pac Man - FAMARE S.A. bootleg of Puck Man
pacmanug.zip	Pac Man - U.Games bootleg of Puck Man
pacminer.zip	Pac Manic Miner Man
pnc.zip	Pac'n'Chase - Hack
pacgal.zip	Pac-Gal - set 1
paclandm2.zip	Pac-Land - Bally-Midway
paclandj.zip	Pac-Land - Japan new
paclandjo.zip	Pac-Land - Japan old
paclandjo2.zip	Pac-Land - Japan older
